373,Summer,Shooting,"Shooting Men's Military Rifle, Prone, 300 metres, Team"
374,Summer,Shooting,"Shooting Men's Military Rifle, Prone, 600 metres, Team"
375,Summer,Shooting,"Shooting Men's Military Rifle, Standing, 300 metres, Team"
376,Summer,Shooting,"Shooting Men's Free Rifle, Prone, 600 metres"
377,Summer,Shooting,"Shooting Men's Free Rifle, 400, 600 and 800 metres, Team"
378,Summer,Rowing,Rowing Men's Single Sculls
379,Summer,Cycling,"Cycling Men's Tandem Sprint, 2,000 metres"
380,Winter,Freestyle Skiing,Freestyle Skiing Women's Halfpipe
381,Summer,Athletics,Athletics Women's Heptathlon
382,Summer,Cycling,Cycling Men's Points Race
383,Summer,Synchronized Swimming,Synchronized Swimming Women's Solo
384,Summer,Equestrianism,"Equestrianism Mixed Dressage, Individual"
385,Summer,Equestrianism,"Equestrianism Mixed Dressage, Team"
386,Winter,Cross Country Skiing,Cross Country Skiing Men's 18 kilometres
387,Summer,Swimming,Swimming Men's 100 metres Breaststroke
388,Winter,Figure Skating,Figure Skating Mixed Ice Dancing
389,Summer,Shooting,"Shooting Mixed Free Pistol, 50 metres"
390,Summer,Sailing,Sailing Women's Skiff
391,Summer,Canoeing,"Canoeing Men's Kayak Doubles, 10,000 metres"
392,Summer,Triathlon,Triathlon Men's Olympic Distance
393,Summer,Sailing,Sailing Women's One Person Dinghy
394,Winter,Cross Country Skiing,Cross Country Skiing Women's 30 kilometres
395,Winter,Cross Country Skiing,Cross Country Skiing Women's 15 km Skiathlon
396,Summer,Rowing,Rowing Men's 17-Man Naval Rowing Boats
397,Summer,Beach Volleyball,Beach Volleyball Women's Beach Volleyball
398,Summer,Weightlifting,Weightlifting Men's Super-Heavyweight
399,Summer,Rowing,Rowing Men's Lightweight Coxless Fours
400,Summer,Wrestling,"Wrestling Men's Light-Flyweight, Greco-Roman"
401,Summer,Canoeing,"Canoeing Men's Canadian Singles, 1,000 metres"
402,Summer,Sailing,Sailing Mixed 5.5 metres
403,Summer,Equestrianism,"Equestrianism Mixed Jumping, Team"
404,Summer,Diving,Diving Men's Synchronized Platform
405,Winter,Snowboarding,Snowboarding Men's Halfpipe
406,Summer,Canoeing,"Canoeing Women's Kayak Singles, Slalom"
407,Summer,Weightlifting,Weightlifting Women's Flyweight
408,Summer,Swimming,Swimming Women's 100 metres Breaststroke
409,Summer,Swimming,Swimming Women's 200 metres Breaststroke
410,Summer,Wrestling,"Wrestling Men's Middleweight B, Greco-Roman"
411,Summer,Athletics,Athletics Men's Stone Throw
412,Summer,Athletics,"Athletics Men's Javelin Throw, Freestyle"
413,Summer,Athletics,Athletics Men's Pentathlon (Ancient)
414,Summer,Shooting,"Shooting Women's Small-Bore Rifle, Three Positions, 50 metres"
415,Summer,Swimming,Swimming Women's 100 metres Butterfly
416,Summer,Weightlifting,Weightlifting Men's Heavyweight I
417,Summer,Athletics,"Athletics Women's 3,000 metres Steeplechase"
418,Summer,Athletics,"Athletics Men's Shot Put, Both Hands"
419,Winter,Ski Jumping,"Ski Jumping Men's Large Hill, Individual"
420,Winter,Ski Jumping,"Ski Jumping Men's Large Hill, Team"
421,Summer,Shooting,Shooting Women's Trap
422,Summer,Badminton,Badminton Men's Doubles
423,Summer,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay
424,Summer,Athletics,Athletics Men's 10 kilometres Walk
425,Summer,Athletics,Athletics Women's 20 kilometres Walk
426,Summer,Athletics,Athletics Women's 80 metres Hurdles
427,Summer,Sailing,Sailing Men's One Person Heavyweight Dinghy
428,Winter,Freestyle Skiing,Freestyle Skiing Women's Aerials
429,Summer,Art Competitions,"Art Competitions Mixed Painting, Paintings"
430,Summer,Tennis,"Tennis Mixed Doubles, Covered Courts"
431,Summer,Cycling,Cycling Men's Madison
432,Summer,Art Competitions,"Art Competitions Mixed Sculpturing, Statues"
433,Summer,Rugby,Rugby Men's Rugby
434,Summer,Weightlifting,Weightlifting Men's Heavyweight II
435,Summer,Canoeing,"Canoeing Women's Kayak Doubles, 500 metres"
436,Winter,Short Track Speed Skating,"Short Track Speed Skating Men's 5,000 metres Relay"
437,Summer,Cycling,Cycling Men's Individual Time Trial
438,Summer,Judo,Judo Women's Heavyweight
439,Summer,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres"
